210.414,-2.6233552632,0.2252487019,33.8921052632,1.5625,1.014465332,1.0313811983,10.0270290268,CL - Normal,-1.7663043478,-1.5625,1.0098133916,1627.1315789474,0,0,0,0,87,58.3550453186,33.9666786194,0,0,0,73.7510150253,37.6470588235,0,0,0,0,0,172.6191586352,109.2064211579,25.5613704557,113.589881192,9.4350490196,113.4045880037,11.7647058824,9.8993489583,9.9267708333,0.0003299713,19.2156862745,50.9524377635,15,In Gear Limit Overspeed,82.4,No Limit Active,98.6,14.6427368421,No Limit Active,Sport,Torque Control,Base / MBT,Alt Full Load,No Limit Active,Driver Demand,82.4,194,195.8,44.3390781347,14.3587366458,77
210.454,-3.125,0.2238803953,34,1.5625,1.0137074547,1.0319098064,10.0529286239,CL - Normal,-1.902173913,-1.5625,1.00826761,1629,0,0,0,0,87,58.3511206683,33.9414044789,0,0,0,73.8052347426,37.6470588235,0,0,0,0,0,171.9510299222,109.553503932,25.4901960784,112.8240838196,9.4840686275,113.1970251136,11.7647058824,9.830078125,9.875,-0.0041366196,19.2156862745,50.9524377635,15,In Gear Limit Overspeed,82.4,No Limit Active,98.6,14.6437710065,No Limit Active,Sport,Torque Control,Base / MBT,Alt Full Load,No Limit Active,Driver Demand,82.4,194,195.8,44.317501416,14.3587366458,77
210.494,-3.125,0.2237812839,33.9152173913,1.5625,1.0121917001,1.0324384144,10.078828221,CL - Normal,-2.0380434783,-1.5625,1.0061035156,1628.8378378378,0,0,0,0,87,58.3439254761,33.8934707642,0,0,0,73.85945446,37.6470588235,0,0,0,0,0,171.9097660119,109.4439179481,25.5292770029,112.7777509846,9.5330882353,112.8026556224,11.7647058824,9.8259277344,9.8714398734,-0.0105174637,19.2156862745,50.9524377635,15,In Gear Limit Overspeed,82.4,No Limit Active,98.6,14.6448051708,No Limit Active,Sport,Torque Control,Base / MBT,Alt Full Load,No Limit Active,Driver Demand,82.4,194,195.8,44.2959246973,14.3587366458,77
210.534,-3.125,0.2234839499,33.8282608696,1.5625,1.0106759456,1.0329670225,10.1047278181,CL - Normal,-2.1739130435,-1.5625,1.0058220757,1628.1171171171,0,0,0,0,87,58.3462600708,33.8908627828,0,0,0,73.9136741773,37.6967320261,0,0,0,0,0,171.8685021017,109.2612746417,25.5831817263,112.6978667862,9.5821078431,112.9002514204,11.7647058824,9.796875,9.84375,-0.0168983078,19.2156862745,50.9524377635,15,In Gear Limit Overspeed,82.4,No Limit Active,98.6,14.6458393352,No Limit Active,Sport,Torque Control,Base / MBT,Alt Full Load,No Limit Active,Driver Demand,82.4,194,195.8,44.2743479785,14.3587366458,77
210.574,-3.125,0.2233850583,33.7413043478,1.5625,1.009160191,1.0334956305,10.1526420728,CL - Normal,-2.34375,-1.5625,1.0053530093,1627.3963963964,0,0,0,0,87,58.3509292603,33.8856468201,0,0,0,73.9692493876,37.7490196078,0,0,0,0,0,171.8654746936,109.4605925561,25.6370864497,112.7185205204,9.631127451,113.8762094005,11.7647058824,9.7963867188,9.84375,-0.0232791519,19.2156862745,50.9524377635,15,In Gear Limit Overspeed,82.4,No Limit Active,98.6,14.6468734995,No Limit Active,Sport,Torque Control,Base / MBT,Alt Full Load,No Limit Active,Driver Demand,82.4,194,195.8,44.2527712598,14.3587366458,77
210.614,-3.125,0.2230883837,33.6543478261,1.5625,1.0064697266,1.0343017578,10.1526420728,CL - Normal,-2.34375,-1.5625,1.0048839428,1626.6756756757,0,0,0,0,87,58.3454807561,33.890941806,0,0,0,74.0300716673,37.8013071895,0,0,0,0,0,171.8624472855,109.7994330105,25.6909911731,112.7536318687,9.6801470588,114.8521673806,11.7647058824,9.79296875,9.84375,-0.0315742493,19.2156862745,50.9524377635,15,In Gear Limit Overspeed,82.4,No Limit Active,98.6,14.6479076639,No Limit Active,Sport,Torque Control,Base / MBT,Alt Full Load,No Limit Active,Driver Demand,82.4,194,195.8,44.2311945411,14.3587366458,77
210.655,-3.125,0.2302427739,33.5,1.5625,1.006668333,1.0338304308,10.1526420728,CL - Normal,-2.34375,-1.5625,1.0044031496,1625.9369369369,0,0,0,0,87,58.3360366821,33.9001197815,0,0,0,74.0940130383,37.8549019608,0,0,0,0,0,176.8667641522,109.5226437933,25.7462435146,114.5582967734,9.7303921569,115.8525243102,11.7647058824,9.854769483,9.849609375,-0.025699029,19.2731092437,50.9524377635,15,In Gear Limit Overspeed,82.4,No Limit Active,98.6,14.6489676824,No Limit Active,Sport,Torque Control,Base / MBT,Alt Full Load,No Limit Active,Driver Demand,82.4,194,195.8,44.2090784044,14.3587366458,77
210.695,-3.125,0.2503432035,33.5,1.5625,1.0074627589,1.0328877767,10.1526420728,CL - Normal,-2.34375,-1.5625,1.0035705566,1625,0,0,0,0,87,58.3414885692,33.8851404311,0,0,0,74.1563948636,37.9071895425,0,0,0,0,0,176.86896027,109.0521021242,25.800148238,117.6863826082,9.8039215686,116.8284822903,11.8169934641,10.248046875,9.890625,-0.0175952768,19.3291316527,50.9524377635,15,In Gear Limit Overspeed,82.4,No Limit Active,98.6,14.6500018467,No Limit Active,Sport,Torque Control,Base / MBT,Alt Full Load,No Limit Active,Driver Demand,82.4,194,195.8,44.1875016857,14.3587366458,77
210.735,-3.125,0.2456014486,33.5,1.5625,1.0082571847,1.0319451226,10.1526420728,CL - Normal,-2.34375,-1.5625,1.0038391784,1625,0,0,0,0,87,58.3507003784,33.8593139648,0,0,0,74.2187766889,37.9594771242,0,0,0,0,0,176.9568049855,110.0563157022,25.8823529412,117.6987935098,9.8039215686,117.8044402704,11.8692810458,10.2254192073,9.9144435976,-0.0094915247,19.3851540616,50.9524377635,15,In Gear Limit Overspeed,82.4,No Limit Active,98.6,14.6510360111,No Limit Active,Sport,Torque Control,Base / MBT,Alt Full Load,No Limit Active,Driver Demand,82.4,194,195.8,44.165924967,14.3587366458,77
210.775,-3.125,0.2322793752,33.5,1.5625,1.0090516106,1.0310024685,10.1526420728,CL - Normal,-2.304491206,-1.5625,1.0050330529,1625,0,0,0,0,87,58.3499368267,33.8034467697,0,0,0,74.2811585143,38.0392156863,0,0,0,0,0,177.044649701,111.7530903685,25.8823529412,117.720955834,9.8039215686,117.7808590007,11.9215686275,10.0625,10.0859375,-0.0013877726,19.4411764706,50.9524377635,15,In Gear Limit Overspeed,82.4,No Limit Active,98.6,14.6520701754,No Limit Active,Sport,Torque Control,Base / MBT,Alt Full Load,No Limit Active,Driver Demand,82.4,194,195.8,44.1443482482,14.3587366458,77
210.815,-3.125,0.2324709436,33.5,1.5625,1.0102233887,1.0300598145,10.1526420728,CL - Normal,-2.1474560302,-1.5625,1.0062269274,1625,0,0,0,0,87,58.3487052917,33.7103347778,0,0,0,74.4043626193,38.0600284807,0,0,0,0,0,177.0453080779,111.6550759206,25.8823529412,117.7165324646,9.8039215686,117.7572777311,11.9738562092,10.0647035256,10.0811298077,0.0089445114,19.4971988796,50.9524377635,15,In Gear Limit Overspeed,82.4,No Limit Active,98.6,14.6531043398,No Limit Active,Sport,Torque Control,Base / MBT,Alt Full Load,No Limit Active,Driver Demand,82.4,194,195.8,44.1227715295,14.3587366458,77
210.855,-3.125,0.2330091596,33.5,1.5625,1.0109344027,1.0291442871,10.1526420728,CL - Normal,-1.9904208543,-1.5625,1.0074208019,1625,0,0,0,0,87,58.3511834321,33.69880974,0,0,0,74.3991202912,38.1038448899,0,0,0,0,0,177.0459664547,111.5001498579,25.8823529412,117.7093076281,9.8039215686,117.7336964614,12.0261437908,10.083984375,10.0390625,0.0092087698,19.6078431373,50.9524377635,15,In Gear Limit Overspeed,82.4,No Limit Active,98.6,14.6541385042,No Limit Active,Sport,Torque Control,Base / MBT,Alt Full Load,No Limit Active,Driver Demand,82.4,194,195.8,44.1011948108,14.3587366458,77
210.895,-2.9947916667,0.2330702307,33.5,1.5625,1.0122887151,1.0282287598,10.1526420728,CL - Normal,-1.8333856784,-1.5625,1.0090026855,1625.275,0,0,0,0,87,58.3553962708,33.6788330078,0,0,0,74.1894271675,38.1476612992,0,0,0,0,0,177.0748337477,111.6799338674,25.8823529412,117.6850106945,9.8039215686,117.7101151918,12.0784313725,10.0857149921,10.0360957278,0.0095732641,19.6078431373,50.9524377635,15,In Gear Limit Overspeed,82.4,No Limit Active,98.6,14.656,No Limit Active,Sport,Torque Control,Base / MBT,Alt Full Load,No Limit Active,Driver Demand,82.4,194,195.8,44.0796180921,14.3587366458,77
210.935,-2.7467757937,0.2332418114,33.5,1.5625,1.0136430275,1.0273132324,10.1526420728,CL - Normal,-1.5625,-1.5625,1.0102498689,1626.275,0,0,0,0,87,58.3570173704,33.6566367516,0,0,0,73.9797340438,38.1914777084,0,0,0,0,0,177.0742645612,111.9641085921,25.8823529412,117.6458220921,9.8039215686,117.6812281364,12.1568627451,10.09765625,10.015625,0.0099377584,19.6078431373,50.9524377635,15,In Gear Limit Overspeed,82.4,No Limit Active,98.6,14.655599636,No Limit Active,Sport,Torque Control,Base / MBT,Alt Full Load,No Limit Active,Driver Demand,82.4,194,195.8,44.0580413734,14.3587366458,77
210.984,-2.4429563492,0.2332321666,33.5,1.5625,1.0153020603,1.0256652832,10.1526420728,CL - Normal,-1.5625,-1.5625,1.0125132757,1627.5,0,0,0,0,87,58.3597564697,33.6170005798,0,0,0,73.7228599673,38.2451528097,0,0,0,0,0,177.0292988287,112.4367560667,25.8823529412,117.6692603082,9.8039215686,117.6829612994,12.1568627451,10.0888671875,10.03125,0.010384264,19.6078431373,50.9524377635,15,In Gear Limit Overspeed,82.4,No Limit Active,98.6,14.6531474067,No Limit Active,Sport,Torque Control,Base / MBT,Alt Full Load,No Limit Active,Driver Demand,82.4,194,195.8,44.0316098929,14.3587366458,77
211.025,-2.1887400794,0.233216092,33.5,1.5625,1.0170288086,1.0242130419,10.1713761147,CL - Normal,-1.5625,-1.5625,1.0144071468,1628.525,0,0,0,0,87,58.3636894226,33.5923957825,0,0,0,73.5079245155,38.2900646292,0,0,0,0,0,177.0254213731,112.9212197283,25.8823529412,117.6939004842,9.8039215686,117.6847377915,12.1568627451,10.0625,10.078125,0.010766983,19.6078431373,50.9524377635,15,In Gear Limit Overspeed,82.4,No Limit Active,98.6,14.6510955414,No Limit Active,Sport,Torque Control,Base / MBT,Alt Full Load,No Limit Active,Driver Demand,82.4,194,195.8,44.0094937562,14.3587366458,77
211.076,-1.8725198413,0.2327468991,33.5,1.5625,1.0168601658,1.020098358,10.2021966353,CL - Normal,-1.5625,-1.5625,1.0167629376,1629.8,0,0,0,0,87,58.3617525101,33.5852661133,0,0,0,73.2405657827,38.345930551,0,0,0,0,0,177.0007466562,112.5958127461,25.8823529412,117.7360928746,9.8039215686,117.6869475744,12.1568627451,10.0655864198,10.0626929012,0.0064868927,19.6078431373,50.9524377635,15,In Gear Limit Overspeed,82.4,No Limit Active,98.6,14.6485432211,No Limit Active,Sport,Torque Control,Base / MBT,Alt Full Load,No Limit Active,Driver Demand,82.4,194,195.8,43.9819834399,14.3587366458,77
211.125,-1.5625,0.2327777639,33.5,1.5625,1.0166586171,1.0161450344,10.231808508,CL - Normal,-1.5625,-1.5625,1.0190263444,1631.25,0,0,0,0,87,58.3507766724,33.5448646545,0,0,0,72.9836917062,38.431372549,0,0,0,0,0,177.0110485659,112.7305846593,25.8823529412,117.7526704662,9.8039215686,117.6898939515,12.1568627451,10.0703125,10.0390625,0.0022924042,19.6078431373,50.9524377635,15,In Gear Limit Overspeed,82.4,No Limit Active,98.6,14.6460909918,No Limit Active,Sport,Torque Control,Base / MBT,Alt Full Load,No Limit Active,Driver Demand,82.4,194,195.8,43.9555519594,14.3587366458,77
211.165,-1.7237103175,0.2329713702,33.5,1.5625,1.0164940876,1.0129178314,10.2559814653,CL - Normal,-1.5625,-1.5625,1.0208740234,1631.7103960396,0,0,0,0,87,58.3511327108,33.5454016791,0,0,0,72.6639096925,38.431372549,0,0,0,0,0,177.0282184154,113.1723370415,25.8823529412,117.807929105,9.8039215686,117.6770445584,12.1568627451,10.0731707317,10.0657393293,-0.0011316681,19.6078431373,50.9524377635,15,In Gear Limit Overspeed,82.4,No Limit Active,98.6,14.644089172,No Limit Active,Sport,Torque Control,Base / MBT,Alt Full Load,No Limit Active,Driver Demand,82.4,194,195.8,43.9339752407,14.3587366458,77
211.207,-1.8973214286,0.2330824658,33.5,1.5625,1.0163213315,1.0095292682,10.2976798167,CL - Normal,-1.5625,-1.5625,1.0184190538,1632.3341584158,0,0,0,0,87,58.3521499634,33.5469360352,0,0,0,72.8542717314,38.431372549,0,0,0,0,0,177.0095003688,113.2643287479,25.8823529412,117.7777162815,9.8039215686,117.6513457723,12.1568627451,10.076171875,10.09375,-0.0063533783,19.6078431373,50.9524377635,15,In Gear Limit Overspeed,82.4,No Limit Active,98.6,14.6419872611,No Limit Active,Sport,Torque Control,Base / MBT,Alt Full Load,No Limit Active,Driver Demand,82.4,194,195.8,43.9113196861,14.3587366458,77
211.254,-2.0916005291,0.2336550355,33.5,1.5625,1.0160827637,1.0057373047,10.2976798167,CL - Normal,-1.5625,-1.5625,1.0156718259,1633.0321782178,0,0,0,0,87,58.349641986,33.5336622378,0,0,0,73.2803201041,38.431372549,0,0,0,0,0,176.982008238,113.4923081942,25.8823529412,117.6994376023,9.8039215686,117.6225876069,12.1568627451,10.0703125,10.1015625,-0.0049598885,19.6078431373,50.9524377635,15,In Gear Limit Overspeed,82.4,No Limit Active,98.6,14.6396351228,No Limit Active,Sport,Torque Control,Base / MBT,Alt Full Load,No Limit Active,Driver Demand,82.4,194,195.8,43.8859670416,14.3587366458,77
211.294,-2.34375,0.2338559516,33.5,1.5625,1.0134326511,1.0064468384,10.2976798167,CL - Normal,-1.5625,-1.5625,1.0133337596,1633.6262376238,0,0,0,0,87,58.3450584412,33.5094032288,0,0,0,73.6429144638,38.431372549,0,0,0,0,0,177.0072178817,113.5159633371,25.8823529412,117.666845968,9.8039215686,117.5981125725,12.0486815416,10.0739746094,10.0997824367,-0.0029691887,19.6078431373,50.9524377635,15,In Gear Limit Overspeed,82.4,No Limit Active,98.6,14.637633303,No Limit Active,Sport,Torque Control,Base / MBT,Alt Full Load,No Limit Active,Driver Demand,82.4,194,195.8,43.8643903228,14.3587366458,77
211.334,-2.4262152778,0.2344586998,33.5,1.5625,1.0097773234,1.0071563721,10.2976798167,CL - Normal,-1.5625,-1.5625,1.0098266602,1634.25,0,0,0,0,87,58.3541340461,33.5196276445,0,0,0,74.0055088236,38.431372549,0,0,0,0,0,177.0330577666,113.5553885752,25.8823529412,117.6114401895,9.735166794,117.5669069036,11.8323191346,10.099609375,10.0859375,-0.0009784889,19.6078431373,50.9524377635,15,In Gear Limit Overspeed,82.4,No Limit Active,98.6,14.6356314832,No Limit Active,Sport,Torque Control,Base / MBT,Alt Full Load,No Limit Active,Driver Demand,82.4,194,195.8,43.8428136041,14.3587366458,77
211.374,-2.5998263889,0.2344413623,33.5,1.5625,1.0061219957,1.0078659058,10.2976798167,CL - Normal,-1.5625,-1.5625,1.0082522306,1633.426300578,0,0,0,0,87,58.3712768555,33.5389404297,0,0,0,74.3681031833,38.431372549,0,0,0,0,0,177.0701298702,113.6137317273,25.8823529412,117.5954682202,9.6333078686,117.5999409343,11.6159567275,10.0986328125,10.0878665123,0.0010122108,19.6078431373,50.9524377635,15,In Gear Limit Overspeed,82.4,No Limit Active,98.6,14.6336296633,No Limit Active,Sport,Torque Control,Base / MBT,Alt Full Load,No Limit Active,Driver Demand,82.4,194,195.8,43.8212368854,14.3587366458,77
211.414,-2.7734375,0.2343893498,33.5,1.5625,0.9996337891,1.0085754395,10.2944567557,CL - Normal,-1.8079188482,-1.5625,1.0051033714,1632.5592485549,0,0,0,0,87,58.369485831,33.5359059104,0,0,0,74.7306975431,38.431372549,0,0,0,0,0,177.1091031072,113.7129150858,25.8319147595,117.5673795845,9.5314489432,117.6455051146,11.3995943205,10.091796875,10.1015625,0.0036001205,19.6078431373,50.9524377635,15,In Gear Limit Overspeed,82.4,No Limit Active,98.6,14.6316278435,No Limit Active,Sport,Torque Control,Base / MBT,Alt Full Load,No Limit Active,Driver Demand,82.4,194,195.8,43.7996601667,14.3587366458,77
211.454,-2.9470486111,0.2342562936,33.5,1.5625,0.9993066961,1.0139179973,10.2686722679,CL - Normal,-2.1351439791,-1.5625,1.0019545122,1631.6921965318,0,0,0,0,87,58.3663978577,33.5306739807,0,0,0,75.2745890827,38.4088620342,0,0,0,0,0,177.1113365882,113.6637386533,25.7814765778,117.6128557913,9.4295900178,117.6910692949,11.1832319135,10.0901496611,10.1015625,-0.0032769394,19.6078431373,50.9524377635,15,In Gear Limit Overspeed,82.4,No Limit Active,98.6,14.6296260237,No Limit Active,Sport,Torque Control,Base / MBT,Alt Full Load,No Limit Active,Driver Demand,82.4,194,195.8,43.778083448,14.3587366458,77
211.494,-3.125,0.233857125,33.5,1.5625,0.9978529497,1.0192605551,10.2428877801,CL - Normal,-2.4623691099,-1.5625,0.9959716797,1630.5,0,0,0,0,87,58.3690142632,33.5306911469,0,0,0,75.1878555481,38.3614714768,0,0,0,0,0,177.1136273379,113.5721687443,25.7310383961,117.6975356248,9.3277310924,117.7366334751,10.9668695064,10.078125,10.1015625,-0.0131013107,19.6078431373,50.9524377635,15,In Gear Limit Overspeed,82.4,No Limit Active,98.6,14.6276242038,No Limit Active,Sport,Torque Control,Base / MBT,Alt Full Load,No Limit Active,Driver Demand,82.4,194,195.8,43.7565067292,14.3587366458,77
211.534,-3.125,0.2272646688,33.5,1.5625,0.9963992032,1.024603113,10.2171032923,CL - Normal,-2.7895942408,-1.5625,0.9960776724,1629.9815668203,0,0,0,0,87,58.373374939,33.5307197571,0,0,0,75.014388479,38.3140809194,0,0,0,0,0,174.3244784934,113.4648494664,25.6806002144,115.8606052899,9.225872167,117.7947278049,10.5882352941,10.0305330301,10.0775240385,-0.0229256821,19.5810747507,50.9524377635,15,In Gear Limit Overspeed,82.4,No Limit Active,98.6,14.625622384,No Limit Active,Sport,Torque Control,Base / MBT,Alt Full Load,No Limit Active,Driver Demand,82.4,194,195.8,43.7349300105,14.3587366458,77
211.574,-3.125,0.2074873,33.5,1.5625,0.9949454568,1.0299456708,10.1913188045,CL - Normal,-3.125,-1.5625,0.9971376,1629.1520737327,0,0,0,0,87,58.3725215771,33.5656920539,0,0,0,74.8409214099,38.2666903619,0,0,0,0,0,171.5353296489,113.2584662396,25.6301620327,112.257395787,9.1240132417,117.0098009473,10.6299541093,9.541015625,9.7265625,-0.0327500534,19.5275379776,50.9524377635,15,In Gear Limit Overspeed,82.4,No Limit Active,98.6,14.6236205641,No Limit Active,Sport,Torque Control,Base / MBT,Alt Full Load,No Limit Active,Driver Demand,82.4,194,195.8,43.7133532918,14.3587366458,77
211.614,-3.125,0.2115742229,33.5,1.5625,0.9934917103,1.0394287109,10.1526420728,CL - Normal,-2.8334330144,-1.5625,0.9981975276,1628.3225806452,0,0,0,0,87,58.3710708618,33.6251449585,0,0,0,74.6674543408,38.2192998045,0,0,0,0,0,171.4872445876,112.1389006138,25.579723851,112.2733310392,9.0196078431,115.9271432127,10.79682937,9.564947587,9.7307692308,-0.0455217361,19.4740012046,50.9524377635,15,In Gear Limit Overspeed,82.4,No Limit Active,98.6,14.6216187443,No Limit Active,Sport,Torque Control,Base / MBT,Alt Full Load,No Limit Active,Driver Demand,82.4,194,195.8,43.6917765731,14.3587366458,77
211.654,-3.125,0.2238349915,33.5,1.5625,0.9916381836,1.0390159649,10.1526420728,CL - Normal,-2.5343899522,-1.5625,0.9992574552,1627.4930875576,0,0,0,0,87,58.3685547898,33.7007309983,0,0,0,74.4939872717,38.1719092471,0,0,0,0,0,171.4379573998,110.2729579041,25.4901960784,112.3013551034,9.0719849584,114.8444854781,10.9637046308,9.77734375,9.7734375,-0.0402721286,19.4204644315,50.9524377635,15,In Gear Limit Overspeed,82.4,No Limit Active,98.6,14.6196169245,No Limit Active,Sport,Torque Control,Base / MBT,Alt Full Load,No Limit Active,Driver Demand,82.4,194,195.8,43.6701998544,14.3587366458,77
211.694,-3.125,0.2237635404,33.5,1.5625,0.9933418274,1.0371815381,10.1526420728,CL - Normal,-2.23534689,-1.5625,1.0003173828,1626,0,0,0,0,87,58.3639564514,33.8388710022,0,0,0,74.3205202026,38.1245186897,0,0,0,0,0,171.3415065792,110.1159223625,25.4901960784,112.2577613383,9.1257050766,113.7618277435,11.1305798915,9.7724485759,9.7690429688,-0.0327726893,19.3669276584,50.9524377635,15,In Gear Limit Overspeed,82.4,No Limit Active,98.6,14.6176151046,No Limit Active,Sport,Torque Control,Base / MBT,Alt Full Load,No Limit Active,Driver Demand,82.4,194,195.8,43.6486231356,14.3587366458,77
211.734,-3.125,0.2235491872,33.5,1.5625,0.9956916809,1.0353471113,10.1526420728,CL - Normal,-1.9363038278,-1.5625,1.0014038086,1626.19,0,0,0,0,87,58.3588211353,33.8492446313,0,0,0,74.1470531335,38.0392156863,0,0,0,0,0,171.2425826606,109.8541964598,25.4901960784,112.1825996743,9.1794251947,112.1107746982,11.2974551523,9.734375,9.734375,-0.0252732501,19.3133908854,50.9524377635,15,In Gear Limit Overspeed,82.4,No Limit Active,98.6,14.6156132848,No Limit Active,Sport,Torque Control,Base / MBT,Alt Full Load,No Limit Active,Driver Demand,82.4,194,195.8,43.6270464169,14.3587366458,77
211.774,-3.125,0.2235691324,33.5,1.5625,0.9980415344,1.0335126845,10.1526420728,CL - Normal,-1.5625,-1.5625,1.0026538025,1627.14,0,0,0,0,87,58.3491210938,33.8688392639,0,0,0,73.9692493876,38.0174291939,0,0,0,0,0,171.2580385731,109.8223967951,25.4901960784,112.1290500226,9.2331453129,112.0989956207,11.464330413,9.7351074219,9.7387695313,-0.0177738108,19.2156862745,50.9524377635,15,In Gear Limit Overspeed,82.4,No Limit Active,98.6,14.613611465,No Limit Active,Sport,Torque Control,Base / MBT,Alt Full Load,No Limit Active,Driver Demand,82.4,194,195.8,43.6054696982,14.3587366458,77
211.814,-3.125,0.223628968,33.5,1.5625,1.0003913879,1.0311279297,10.1526420728,CL - Normal,-1.5625,-1.5625,1.0039358475,1628.09,0,0,0,0,87,58.3456398686,33.8866108762,0,0,0,74.139511087,37.908496732,0,0,0,0,0,171.2738808835,109.768337365,25.4901960784,112.0380156147,9.2868654311,112.074197563,11.7647058824,9.740234375,9.7734375,-0.0063371658,19.2156862745,50.9524377635,15,In Gear Limit Overspeed,82.4,No Limit Active,98.6,14.6116096451,No Limit Active,Sport,Torque Control,Base / MBT,Alt Full Load,No Limit Active,Driver Demand,82.4,194,195.8,43.5838929795,14.3587366458,77
211.854,-3.125,0.2236304395,33.5,1.5625,1.0033874512,1.0303502966,10.1231812811,CL - Normal,-1.5625,-1.5625,1.0052178924,1629.04,0,0,0,0,87,58.3396377563,33.9172515869,0,0,0,74.3141384709,37.7995642702,0,0,0,0,0,171.2665344951,109.3343474563,25.4901960784,112.0105444045,9.3405855493,112.0493995052,11.7450365726,9.7387876157,9.7716796875,-0.0044346766,19.2156862745,50.9524377635,15,In Gear Limit Overspeed,82.4,No Limit Active,98.6,14.6096078253,No Limit Active,Sport,Torque Control,Base / MBT,Alt Full Load,No Limit Active,Driver Demand,82.4,194,195.8,43.5623162608,14.3587366458,77
211.894,-3.125,0.223634854,33.5,1.5625,1.0058101036,1.0292393922,10.0929650844,CL - Normal,-1.5625,-1.5625,1.0064999374,1630.75,0,0,0,0,87,58.3422255516,33.9344320297,0,0,0,74.4887658549,37.6906318083,0,0,0,0,0,171.2588113688,108.5561586545,25.4901960784,111.9603383998,9.4117647059,112.0246014475,11.646690024,9.728515625,9.7578125,-0.0004294362,19.2156862745,50.9524377635,15,In Gear Limit Overspeed,82.4,No Limit Active,98.6,14.6076060055,No Limit Active,Sport,Torque Control,Base / MBT,Alt Full Load,No Limit Active,Driver Demand,82.4,194,195.8,43.5294117647,14.3587366458,77
211.934,-2.9832848837,0.2235689647,33.5,1.5625,1.0091516932,1.0281284877,10.0627488878,CL - Normal,-1.5625,-1.5625,1.0077819824,1630.5968899522,0,0,0,0,87,58.3465385437,33.9630661011,0,0,0,74.6633932388,37.5816993464,0,0,0,0,0,171.252816528,108.4319041987,25.4901960784,111.9755159266,9.3773873186,111.980584895,11.5483434753,9.7287299924,9.754382622,0.0035758042,19.2156862745,50.9524377635,15,In Gear Limit Overspeed,82.4,No Limit Active,98.6,14.6056041856,No Limit Active,Sport,Torque Control,Base / MBT,Alt Full Load,No Limit Active,Driver Demand,82.4,194,195.8,43.5411179397,14.3587366458,77
211.974,-2.8379360465,0.2233712971,33.5,1.5625,1.0124932827,1.0270175833,10.0076043289,CL - Normal,-1.6270380435,-1.5625,1.01024653,1629.8313397129,0,0,0,0,87,58.3536225778,33.9694719668,0,0,0,74.8380206228,37.4727668845,0,0,0,0,0,171.2466679734,108.210021242,25.4901960784,112.0036224578,9.3264578559,111.7828130425,11.4499969267,9.73046875,9.7265625,0.0075810447,19.2156862745,50.9524377635,15,In Gear Limit Overspeed,82.4,No Limit Active,98.6,14.6036023658,No Limit Active,Sport,Torque Control,Base / MBT,Alt Full Load,No Limit Active,Driver Demand,82.4,194,195.8,43.5657625187,14.3587366458,77
212.014,-2.6925872093,0.2231691182,33.5,1.5625,1.0183410645,1.0258789063,10.0029684193,CL - Normal,-1.7629076087,-1.5625,1.0127110775,1629.0657894737,0,0,0,0,87,58.3656654358,33.9803619385,0,0,0,75.0126480068,37.3638344227,0,0,0,0,0,171.0391667202,108.1161645566,25.4901960784,111.8828947118,9.2755283932,110.9038270318,11.351650378,9.6993963068,9.7244591346,0.0135889053,19.2156862745,50.9524377635,15,In Gear Limit Overspeed,82.4,No Limit Active,98.6,14.601,No Limit Active,Sport,Torque Control,Base / MBT,Alt Full Load,No Limit Active,Driver Demand,82.4,194,195.8,43.5904070976,14.3587366458,77
212.054,-2.5472383721,0.2225625813,33.5,1.5625,1.0181088655,1.0270095825,9.9764775072,CL - Normal,-1.8987771739,-1.5625,1.015175625,1628.3002392345,0,0,0,0,87,58.3669710983,34.0091708501,0,0,0,75.2745890827,37.2549019608,0,0,0,0,0,170.8316654671,107.9597367474,25.4901960784,111.6816818017,9.2245989305,110.024841021,11.2533038294,9.388671875,9.703125,0.0131078396,19.2156862745,50.9524377635,15,In Gear Limit Overspeed,82.4,No Limit Active,98.6,14.6037720254,No Limit Active,Sport,Torque Control,Base / MBT,Alt Full Load,No Limit Active,Driver Demand,82.4,194,195.8,43.6150516766,14.3587366458,77
212.094,-2.34375,0.2193970643,33.5,1.5625,1.0171800696,1.0281692505,9.949986595,CL - Normal,-2.0346467391,-1.5625,1.0176401726,1627.5346889952,0,0,0,0,87,58.3693122864,34.0638084412,0,0,0,75.1300331918,37.1467207573,0,0,0,0,0,168.8565630303,107.4829790546,25.4901960784,110.2751479086,9.1736694678,109.1458550103,11.1549572807,9.3786621094,9.6550632911,0.0121457082,19.2156862745,50.9524377635,15,In Gear Limit Overspeed,82.4,No Limit Active,98.6,14.6077320618,No Limit Active,Sport,Torque Control,Base / MBT,Alt Full Load,No Limit Active,Driver Demand,82.4,194,195.8,43.6396962556,14.3587366458,77
212.134,-2.4356617647,0.2099005133,33.5896226415,1.5625,1.0162512738,1.0293289185,9.9234956829,CL - Normal,-2.1705163043,-1.5625,1.0207824707,1626.75,0,0,0,0,87,58.3698121095,34.116652037,0,0,0,74.8409214099,37.0385395538,0,0,0,0,0,166.8814605936,106.6883828998,25.4901960784,107.8840402903,9.1227400051,108.2668689995,10.9803921569,9.30859375,9.28125,0.0111835768,19.205500382,50.9524377635,15,In Gear Limit Overspeed,82.4,No Limit Active,98.6,14.6116920981,No Limit Active,Sport,Torque Control,Base / MBT,Alt Full Load,No Limit Active,Driver Demand,82.4,194,195.8,43.6643408345,14.3587366458,77
